neighborhood,price,layout,bathrooms,square_footage
Financial District,3165.00,Studio,1 Bathroom,629
Upper East Side,2890.00,Studio,1 Bathroom,619
Downtown Brooklyn,2605.00,Studio,1 Bathroom,404
Corona,2075.00,1 Bedroom,1 Bathroom,867
Sunnyside,2800.00,2 Bedroom,1 Bathroom,1001
Flushing,2250.00,2 Bedroom,1 Bathroom,993
Rego Park,2600.00,2 Bedroom,2 Bathroom,1402
Murray Hill,5460.00,2 Bedroom,2 Bathroom,1147
Upper West Side,4269.23,2 Bedroom,2 Bathroom,908
Crown Heights,2700.00,2 Bedroom,1 Bathroom,0
Tribeca,7800.00,2 Bedroom,2 Bathroom,1223
Upper West Side,3870.00,1 Bedroom,1 Bathroom,719
Stuyvesant Town,4802.00,2 Bedroom,1 Bathroom,960
Upper East Side,3800.00,1 Bedroom,1 Bathroom,735
Upper East Side,2985.00,1 Bedroom,1 Bathroom,562
Flatbush,2723.00,1 Bedroom,1 Bathroom,710
South Williamsburg,3700.00,3 Bedroom,2 Bathroom,1500
Midtown West,5165.00,2 Bedroom,2 Bathroom,933
Stuyvesant Town,4790.00,2 Bedroom,1 Bathroom,944
Williamsburg,2700.00,Studio,1 Bathroom,461
Midtown,3577.00,1 Bedroom,1 Bathroom,666
Upper West Side,9995.00,3 Bedroom,2.5 Bathroom,1418
Murray Hill,3300.00,1 Bedroom,1 Bathroom,523
Upper East Side,4350.00,2 Bedroom,1 Bathroom,830
Fort Greene,3351.00,1 Bedroom,1 Bathroom,657
Upper East Side,3650.00,1 Bedroom,1 Bathroom,777
Washington Heights,2450.00,2 Bedroom,1 Bathroom,917
Upper East Side,4000.00,1 Bedroom,1 Bathroom,812
Upper East Side,3400.00,1 Bedroom,1 Bathroom,794
Murray Hill,3755.00,1 Bedroom,1 Bathroom,629
Upper West Side,4366.15,2 Bedroom,2 Bathroom,1037
Upper East Side,2750.00,Studio,1 Bathroom,500
Upper West Side,4294.58,2 Bedroom,2 Bathroom,1053
East Village,4600.00,1 Bedroom,1 Bathroom,784
Midtown,3596.00,1 Bedroom,1 Bathroom,770
Upper East Side,5395.00,2 Bedroom,2 Bathroom,1000
Tribeca,11600.00,2 Bedroom,3 Bathroom,1665
Downtown Brooklyn,2370.00,Studio,1 Bathroom,469
NoMad,7075.00,1 Bedroom,1 Bathroom,956
Stuyvesant Town,4157.00,2 Bedroom,1 Bathroom,932
Midtown East,3850.00,1 Bedroom,1 Bathroom,835
Meatpacking,3575.00,Studio,1 Bathroom,427
Chelsea,4330.00,1 Bedroom,1 Bathroom,660
Midtown East,3600.00,1 Bedroom,1 Bathroom,831
Upper East Side,5000.00,1 Bedroom,1.5 Bathroom,1069
Stuyvesant Town,4174.00,2 Bedroom,1 Bathroom,948
Midtown East,4500.00,1 Bedroom,1 Bathroom,795
Midtown West,5068.00,2 Bedroom,1 Bathroom,779
Midtown West,3055.00,Studio,1 Bathroom,576
Greenpoint,2300.00,2 Bedroom,1 Bathroom,800
Upper East Side,3750.00,1 Bedroom,1 Bathroom,844
Bedford-Stuyvesant,2300.00,1 Bedroom,1 Bathroom,700
Battery Park City,4120.00,1 Bedroom,1 Bathroom,668
Glendale,2449.00,3 Bedroom,2 Bathroom,1300
Battery Park City,2780.00,Studio,1 Bathroom,492
Sunset Park,1750.00,1 Bedroom,1 Bathroom,818
Midtown West,4915.00,2 Bedroom,2 Bathroom,932
Financial District,3406.00,1 Bedroom,1 Bathroom,650
West Village,5257.00,Alcove Studio,2 Bathroom,785
Upper West Side,2550.00,Studio,1 Bathroom,476
Sheepshead Bay,1625.00,1 Bedroom,1 Bathroom,870
Upper East Side,3425.00,1 Bedroom,1 Bathroom,631
Midtown West,3375.00,1 Bedroom,1 Bathroom,660
Upper East Side,2865.00,Studio,1 Bathroom,508
Downtown Brooklyn,2445.00,Studio,1 Bathroom,470
Upper East Side,3240.00,1 Bedroom,1 Bathroom,677
DUMBO,6170.00,2 Bedroom,2 Bathroom,1041
Financial District,5559.00,2 Bedroom,2.5 Bathroom,1385
Upper East Side,32000.00,4 Bedroom,3 Bathroom,4000
Murray Hill,3615.00,1 Bedroom,1 Bathroom,634
Chelsea,3375.00,Studio,1 Bathroom,550
Midtown,3095.00,1 Bedroom,1 Bathroom,620
Upper East Side,5115.00,2 Bedroom,2 Bathroom,1038
Upper West Side,7500.00,2 Bedroom,2 Bathroom,1300
Stuyvesant Town,4214.00,2 Bedroom,1 Bathroom,967
Upper East Side,3600.00,1 Bedroom,1 Bathroom,656
Chelsea,3300.00,Studio,1 Bathroom,550
Upper West Side,3660.00,1 Bedroom,1 Bathroom,720
Stuyvesant Town,3857.00,1 Bedroom,1 Bathroom,763
Midtown West,3155.00,Studio,1 Bathroom,602
Midtown West,3655.00,1 Bedroom,1 Bathroom,649
Sheepshead Bay,2480.00,1 Bedroom,1 Bathroom,633
Upper West Side,6395.00,3 Bedroom,2 Bathroom,815
Upper West Side,3320.00,1 Bedroom,1 Bathroom,651
Upper West Side,3740.00,1 Bedroom,1 Bathroom,653
Upper West Side,2380.00,Studio,1 Bathroom,406
Chelsea,3490.00,Studio,1 Bathroom,477
Williamsburg,4325.00,2 Bedroom,2 Bathroom,852
Financial District,5067.00,2 Bedroom,2 Bathroom,1095
NoMad,4330.00,1 Bedroom,1 Bathroom,680
Ridgewood,1995.00,1 Bedroom,1 Bathroom,625
Union Square,3450.00,Studio,1 Bathroom,509
Midtown East,4575.00,2 Bedroom,1 Bathroom,1133
East Village,6950.00,2 Bedroom,2 Bathroom,1160
Tribeca,6495.00,2 Bedroom,2 Bathroom,1158
Chelsea,7800.00,2 Bedroom,2 Bathroom,951
Murray Hill,4085.00,1 Bedroom,1 Bathroom,739
Noho,12500.00,2 Bedroom,2.5 Bathroom,2210
Inwood,1600.00,1 Bedroom,1 Bathroom,635
Upper East Side,3750.00,2 Bedroom,1 Bathroom,786
Chelsea,2930.00,Studio,1 Bathroom,598
Upper East Side,5500.00,2 Bedroom,2 Bathroom,961
Washington Heights,2075.00,1 Bedroom,1 Bathroom,697
Inwood,2200.00,2 Bedroom,1 Bathroom,737
Murray Hill,4350.00,2 Bedroom,2 Bathroom,880
South Williamsburg,2100.00,2 Bedroom,1 Bathroom,800
Morningside Heights,4095.00,2 Bedroom,1 Bathroom,740
Upper East Side,5300.00,2 Bedroom,2 Bathroom,1059
Upper West Side,3780.00,1 Bedroom,1 Bathroom,738
Midtown East,2550.00,Studio,1 Bathroom,400
Corona,1740.00,1 Bedroom,1 Bathroom,690
Flushing,2100.00,2 Bedroom,1 Bathroom,967
Financial District,3850.00,1 Bedroom,1 Bathroom,705
Midtown West,3650.00,1 Bedroom,1 Bathroom,591
Harlem,5700.00,5 Bedroom,2 Bathroom,1200
Upper West Side,3815.00,1 Bedroom,1 Bathroom,845
Rego Park,1625.00,Studio,1 Bathroom,588
Brooklyn Heights,3105.00,1 Bedroom,1 Bathroom,590
Chelsea,3990.00,Studio,1 Bathroom,467
Forest Hills,2175.00,2 Bedroom,1 Bathroom,924
Chelsea,5410.00,1 Bedroom,1 Bathroom,709
Midtown West,3430.00,1 Bedroom,1 Bathroom,660
NoMad,4765.00,1 Bedroom,1 Bathroom,865
Corona,2750.00,3 Bedroom,2 Bathroom,1280
Financial District,3390.00,1 Bedroom,1 Bathroom,592
Financial District,2680.00,Studio,1 Bathroom,568
Hudson Yards,7995.00,3 Bedroom,3 Bathroom,2250
Chelsea,4095.00,Studio,1 Bathroom,490
Stuyvesant Town,3115.00,1 Bedroom,1 Bathroom,745
Murray Hill,3550.00,1 Bedroom,1 Bathroom,795
Murray Hill,3500.00,1 Bedroom,1 Bathroom,795
Upper West Side,3075.00,Studio,1 Bathroom,610
Upper West Side,5055.00,1 Bedroom,1 Bathroom,907
Upper West Side,3370.00,1 Bedroom,1 Bathroom,698
West Village,4100.00,1 Bedroom,1 Bathroom,586
Upper West Side,5495.00,2 Bedroom,2 Bathroom,1139
Upper West Side,7450.00,Jr 4,2 Bathroom,1056
Williamsburg,3565.00,Studio,1 Bathroom,485
Stuyvesant Town,4040.00,2 Bedroom,1 Bathroom,948
Upper East Side,4750.00,2 Bedroom,1 Bathroom,849
Upper East Side,2670.00,Studio,1 Bathroom,580
Chelsea,4330.00,1 Bedroom,1 Bathroom,651
Chelsea,4640.00,1 Bedroom,1 Bathroom,715
Midtown West,3240.00,1 Bedroom,1 Bathroom,666
Upper West Side,5690.00,2 Bedroom,2 Bathroom,1117
Upper East Side,2500.00,1 Bedroom,1 Bathroom,470
Upper East Side,2665.00,Studio,1 Bathroom,577
Chelsea,6690.00,2 Bedroom,2 Bathroom,1114
Chelsea,4535.00,1 Bedroom,1 Bathroom,664
Clinton Hill,3500.00,1 Bedroom,1.5 Bathroom,1010
Brooklyn Heights,2960.00,1 Bedroom,1 Bathroom,518
Stuyvesant Town,5395.00,3 Bedroom,1 Bathroom,1148
Midtown,3663.00,1 Bedroom,1 Bathroom,674
Morningside Heights,3960.00,1 Bedroom,1 Bathroom,718
Downtown Brooklyn,2210.00,Studio,1 Bathroom,402
Bushwick,2799.00,3 Bedroom,2 Bathroom,1000
Upper East Side,3600.00,1 Bedroom,1 Bathroom,666
Clinton Hill,6000.00,3 Bedroom,3 Bathroom,2426
Riverdale,2100.00,Jr 4,1 Bathroom,870
Greenwich Village,7995.00,2 Bedroom,2 Bathroom,950
Kingsbridge,1225.00,1 Bedroom,1 Bathroom,600
Flatbush,1800.00,2 Bedroom,1 Bathroom,0
Chelsea,4090.00,1 Bedroom,1 Bathroom,651
East Williamsburg,6000.00,4 Bedroom,1.5 Bathroom,2000
Bedford-Stuyvesant,3161.00,2 Bedroom,1 Bathroom,900
Midtown East,2675.00,Studio,1 Bathroom,564
Murray Hill,7300.00,3 Bedroom,2 Bathroom,1217
Port Richmond,1700.00,1 Bedroom,1 Bathroom,533
West Village,7196.00,1 Bedroom,2 Bathroom,1457
East Village,7450.00,1 Bedroom,1 Bathroom,928
Upper East Side,1895.00,Studio,1 Bathroom,10
Murray Hill,4070.00,Jr 4,1.5 Bathroom,850
Forest Hills,2095.00,Alcove Studio,1 Bathroom,600
Upper East Side,3500.00,1 Bedroom,1 Bathroom,650
Bedford-Stuyvesant,2350.00,1 Bedroom,1 Bathroom,650
Bay Ridge,1900.00,2 Bedroom,1 Bathroom,800
Brooklyn Heights,5115.00,2 Bedroom,2 Bathroom,1046
Stuyvesant Town,3616.00,1 Bedroom,1 Bathroom,944
Harlem,3800.00,2 Bedroom,2 Bathroom,1024
Chelsea,3800.00,Studio,1 Bathroom,577
Brooklyn Heights,3035.00,1 Bedroom,1 Bathroom,578
Midtown East,3950.00,1 Bedroom,1 Bathroom,879
Upper East Side,8350.00,3 Bedroom,3 Bathroom,1721
Upper West Side,6180.00,2 Bedroom,2 Bathroom,1211
Fort Greene,2700.00,Studio,1 Bathroom,516
Midtown East,5995.00,2 Bedroom,2 Bathroom,1137
Midtown East,3145.00,Studio,1 Bathroom,576
Midtown East,4515.00,1 Bedroom,1 Bathroom,812
Rego Park,2510.00,1 Bedroom,1 Bathroom,883
Upper East Side,3735.00,1 Bedroom,1 Bathroom,602
Upper East Side,3940.00,1 Bedroom,1 Bathroom,735
Corona,1675.00,1 Bedroom,1 Bathroom,642
Downtown Brooklyn,3265.00,1 Bedroom,1 Bathroom,618
Murray Hill,5250.00,2 Bedroom,2 Bathroom,971
Midtown West,3350.00,1 Bedroom,1 Bathroom,727
Upper West Side,3520.00,1 Bedroom,1 Bathroom,884
Upper West Side,5865.00,2 Bedroom,2 Bathroom,1115
Upper West Side,5860.00,2 Bedroom,2 Bathroom,1195
Flatbush,3185.00,2 Bedroom,1 Bathroom,856
Downtown Brooklyn,2300.00,Studio,1 Bathroom,449
Upper West Side,5185.00,2 Bedroom,2 Bathroom,1065
Williamsburg,3500.00,2 Bedroom,1 Bathroom,1000
Midtown,5497.00,2 Bedroom,2 Bathroom,1120
Upper West Side,3300.00,1 Bedroom,1 Bathroom,788
Murray Hill,2600.00,Studio,1 Bathroom,491
Stuyvesant Town,5743.00,2 Bedroom,2 Bathroom,1211
Inwood,1695.00,1 Bedroom,1 Bathroom,639
Harlem,2250.00,2 Bedroom,1 Bathroom,603
Gravesend,1295.00,Studio,1 Bathroom,692
Morningside Heights,3360.00,1 Bedroom,1 Bathroom,674
Hudson Yards,2600.00,Studio,1 Bathroom,468
Midtown East,5900.00,2 Bedroom,2 Bathroom,1150
West Village,3405.00,Studio,1 Bathroom,411
Forest Hills,2295.00,1 Bedroom,1 Bathroom,800
Williamsburg,2835.00,Studio,1 Bathroom,463
Chelsea,6545.00,2 Bedroom,1 Bathroom,867
Stuyvesant Town,3307.00,1 Bedroom,1 Bathroom,764
Upper East Side,3831.00,1 Bedroom,1.5 Bathroom,953
Stuyvesant Town,3667.00,1 Bedroom,1 Bathroom,944
Upper East Side,5180.00,3 Bedroom,2 Bathroom,1048
Cobble Hill,3510.00,1 Bedroom,1 Bathroom,659
West Village,6860.00,2 Bedroom,2 Bathroom,1098
Stuyvesant Town,3286.00,1 Bedroom,1 Bathroom,745
Murray Hill,4800.00,Jr 4,1.5 Bathroom,907
Washington Heights,1700.00,2 Bedroom,1 Bathroom,585
Upper West Side,3400.00,1 Bedroom,1 Bathroom,614
Fort Greene,3628.00,1 Bedroom,1 Bathroom,705
South Williamsburg,2774.00,1 Bedroom,1 Bathroom,673
Ridgewood,2000.00,3 Bedroom,1 Bathroom,1000
Financial District,3470.00,1 Bedroom,1 Bathroom,669
Clinton Hill,3500.00,2 Bedroom,2 Bathroom,984
Upper East Side,2995.00,1 Bedroom,1 Bathroom,700
Tribeca,3895.00,1 Bedroom,1 Bathroom,750
Hudson Yards,3245.00,1 Bedroom,1 Bathroom,628
Murray Hill,4575.00,1 Bedroom,1 Bathroom,941
West Village,7472.00,1 Bedroom,2 Bathroom,1118
Hudson Yards,2720.00,Studio,1 Bathroom,412
Downtown Brooklyn,2955.00,1 Bedroom,1 Bathroom,667
Upper West Side,4800.00,1 Bedroom,1 Bathroom,824
Gramercy,5300.00,1 Bedroom,1 Bathroom,765
East Village,2875.00,Studio,1 Bathroom,410
Upper West Side,2680.00,Studio,1 Bathroom,491
Bedford-Stuyvesant,3750.00,3 Bedroom,2 Bathroom,1600
Corona,1975.00,1 Bedroom,1 Bathroom,813
Upper West Side,4200.00,1 Bedroom,1 Bathroom,741
Downtown Brooklyn,2764.00,Studio,1 Bathroom,571
Bedford-Stuyvesant,2700.00,2 Bedroom,1 Bathroom,900
Upper East Side,2175.00,Studio,1 Bathroom,339
Flushing,2325.00,2 Bedroom,1.5 Bathroom,1020
Upper West Side,5280.00,2 Bedroom,2 Bathroom,1195
Battery Park City,5150.00,2 Bedroom,2 Bathroom,1175
Hudson Yards,2790.00,Studio,1 Bathroom,487
Midtown,5346.00,2 Bedroom,2 Bathroom,1120
Upper West Side,4235.00,1 Bedroom,1 Bathroom,814
Upper West Side,9999.00,3 Bedroom,2.5 Bathroom,1982
Harlem,3306.00,1 Bedroom,1 Bathroom,721
Upper East Side,4290.00,2 Bedroom,2 Bathroom,838
Upper East Side,2700.00,Studio,1 Bathroom,440
Sheepshead Bay,2516.00,1 Bedroom,1 Bathroom,626
Upper West Side,5590.00,2 Bedroom,2 Bathroom,1117
Upper East Side,2525.00,2 Bedroom,1 Bathroom,456
Sheepshead Bay,3185.00,2 Bedroom,2 Bathroom,1498
Sheepshead Bay,3230.00,2 Bedroom,2 Bathroom,1260
Kips Bay,7000.00,Flex 4,2 Bathroom,1194
Gramercy,3625.00,1 Bedroom,1 Bathroom,835
Ocean Hill,2695.00,2 Bedroom,1 Bathroom,1100
Midtown,3819.00,1 Bedroom,1 Bathroom,683
Stuyvesant Town,3040.00,1 Bedroom,1 Bathroom,745
Financial District,2783.00,Studio,1 Bathroom,550
Sunnyside,2850.00,2 Bedroom,1 Bathroom,1001
Corona,2475.00,3 Bedroom,2 Bathroom,1280
Midtown East,5400.00,2 Bedroom,2 Bathroom,1125
West Village,5175.00,1 Bedroom,1 Bathroom,622
East Williamsburg,4600.00,3 Bedroom,1 Bathroom,1000
West Village,3550.00,1 Bedroom,1 Bathroom,472
Midtown East,3095.00,Studio,1 Bathroom,576
NoMad,5345.00,1 Bedroom,1 Bathroom,865
Hudson Yards,2390.00,Studio,1 Bathroom,412
Chelsea,4510.00,1 Bedroom,1 Bathroom,731
Forest Hills,2200.00,2 Bedroom,1 Bathroom,959
Stuyvesant Town,3655.00,1 Bedroom,1 Bathroom,944
Upper West Side,3088.00,1 Bedroom,1 Bathroom,793
Financial District,5302.00,2 Bedroom,2 Bathroom,1185
Financial District,3295.00,Studio,1 Bathroom,654
Stuyvesant Town,7668.00,3 Bedroom,2 Bathroom,1408
Midtown West,3610.00,1 Bedroom,1 Bathroom,671
Brooklyn Heights,3350.00,1 Bedroom,1 Bathroom,651
Upper West Side,4165.00,1 Bedroom,1 Bathroom,970
Hudson Yards,2640.00,Studio,1 Bathroom,475
Chelsea,3350.00,Studio,1 Bathroom,550
Downtown Brooklyn,3390.00,1 Bedroom,1 Bathroom,674
Long Island City,2423.00,Studio,1 Bathroom,515
Upper West Side,4595.00,1 Bedroom,1 Bathroom,674
Stuyvesant Town,4688.00,3 Bedroom,1 Bathroom,932
Williamsburg,4200.00,2 Bedroom,1 Bathroom,900
Midtown West,3415.00,Alcove Studio,1 Bathroom,623
Gravesend,1495.00,Studio,1 Bathroom,583
Riverdale,2000.00,1 Bedroom,1 Bathroom,653
Flatbush,2723.00,1 Bedroom,1 Bathroom,707
Tribeca,3895.00,Studio,1 Bathroom,758
Upper East Side,3575.00,Alcove Studio,1 Bathroom,618
Midtown West,3460.00,1 Bedroom,1 Bathroom,671
Morris Park,2525.91,2 Bedroom,1 Bathroom,930
Bedford Park,1450.00,1 Bedroom,1 Bathroom,700
Downtown Brooklyn,2910.00,1 Bedroom,1 Bathroom,675
Greenpoint,2300.00,2 Bedroom,1 Bathroom,800
Flatiron,5100.00,1 Bedroom,1 Bathroom,813
Kips Bay,5400.00,2 Bedroom,1.5 Bathroom,1304
Midtown West,3585.00,1 Bedroom,1 Bathroom,583
Murray Hill,6790.00,3 Bedroom,2 Bathroom,1243
NoMad,7630.00,2 Bedroom,2 Bathroom,1279
Forest Hills,2150.00,Alcove Studio,1 Bathroom,619
Flatbush,2400.00,1 Bedroom,1 Bathroom,707
Downtown Brooklyn,3305.00,1 Bedroom,1 Bathroom,675
Upper East Side,4200.00,1 Bedroom,1 Bathroom,889
Stuyvesant Town,6032.00,2 Bedroom,2 Bathroom,1211
Brooklyn Heights,3395.00,1 Bedroom,1 Bathroom,651
Midtown East,2650.00,Studio,1 Bathroom,487
Greenpoint,4500.00,3 Bedroom,1 Bathroom,1000
Tribeca,3725.00,Studio,1 Bathroom,523
Crown Heights,4447.00,5 Bedroom,1 Bathroom,1100
Midtown,3886.00,1 Bedroom,1 Bathroom,771
Stuyvesant Town,5547.00,2 Bedroom,2 Bathroom,1211
Midtown East,5155.00,1 Bedroom,1 Bathroom,853
Tribeca,3200.00,Studio,1 Bathroom,622
Flatiron,4975.00,1 Bedroom,1 Bathroom,694
Upper East Side,4175.00,1 Bedroom,1 Bathroom,714
Cobble Hill,2750.00,Studio,1 Bathroom,473
Financial District,3550.00,1 Bedroom,1 Bathroom,669
Corona,1785.00,1 Bedroom,1 Bathroom,718
Clinton Hill,3550.00,1 Bedroom,1 Bathroom,1300
East Village,3200.00,2 Bedroom,1 Bathroom,850
Downtown Brooklyn,2290.00,Studio,1 Bathroom,475
Morningside Heights,2995.00,1 Bedroom,1 Bathroom,850
Upper West Side,3765.00,1 Bedroom,1 Bathroom,697
Upper East Side,3165.00,1 Bedroom,1 Bathroom,617
Hudson Yards,5320.00,2 Bedroom,2 Bathroom,1121
Stuyvesant Town,4767.00,2 Bedroom,2 Bathroom,1211
Midtown,2700.00,Studio,1 Bathroom,579
Stuyvesant Town,3210.00,1 Bedroom,1 Bathroom,771
Upper West Side,6310.00,2 Bedroom,2 Bathroom,1413
DUMBO,8000.00,3 Bedroom,3 Bathroom,1656
Midtown West,2864.00,Studio,1 Bathroom,521
Bedford-Stuyvesant,2300.00,1 Bedroom,1 Bathroom,750
Midtown,2395.00,Studio,1 Bathroom,450
Tribeca,2950.00,Studio,1 Bathroom,520
Tribeca,4795.00,2 Bedroom,1 Bathroom,798
Upper West Side,2800.00,Studio,1 Bathroom,561
Chelsea,3455.00,Studio,1 Bathroom,525
Upper East Side,3495.00,1 Bedroom,1 Bathroom,637
Upper West Side,3610.00,1 Bedroom,1 Bathroom,783
Williamsburg,3500.00,1 Bedroom,1 Bathroom,813
Upper West Side,3255.00,Studio,1 Bathroom,503
Upper East Side,3035.00,1 Bedroom,1 Bathroom,617
Greenpoint,1400.00,Studio,1 Bathroom,500
Gravesend,2495.00,3 Bedroom,1 Bathroom,1324
Chelsea,4050.00,1 Bedroom,1 Bathroom,651
Midtown West,3175.00,Studio,1 Bathroom,574
Downtown Brooklyn,2580.00,Studio,1 Bathroom,505
Harlem,4200.00,4 Bedroom,2 Bathroom,1000
Upper East Side,3650.00,1 Bedroom,1 Bathroom,750
Rego Park,1950.00,1 Bedroom,1 Bathroom,843
Upper West Side,3345.00,1 Bedroom,1 Bathroom,675
Midtown West,3475.00,1 Bedroom,1 Bathroom,660
Corona,1585.00,Studio,1 Bathroom,489
Murray Hill,3690.00,1 Bedroom,1 Bathroom,625
Williamsburg,2350.00,Loft,1 Bathroom,725
Midtown West,3462.00,1 Bedroom,1 Bathroom,603
Midtown West,3230.00,1 Bedroom,1 Bathroom,614
Sheepshead Bay,1650.00,1 Bedroom,1 Bathroom,685
Midtown West,3530.00,1 Bedroom,1 Bathroom,731
Midtown West,6314.00,3 Bedroom,2 Bathroom,1071
Clinton Hill,2200.00,1 Bedroom,1 Bathroom,791
Murray Hill,2606.37,Alcove Studio,1 Bathroom,551
West Village,3170.00,Studio,1 Bathroom,450
Midtown West,6415.00,3 Bedroom,2 Bathroom,1068
Vinegar Hill,7500.00,3 Bedroom,2 Bathroom,1469
Rego Park,2350.00,2 Bedroom,1 Bathroom,993
Long Island City,1900.00,1 Bedroom,1 Bathroom,706
Forest Hills,1825.00,1 Bedroom,1 Bathroom,708
Midtown West,3100.00,Alcove Studio,1 Bathroom,452
Long Island City,4750.00,2 Bedroom,2 Bathroom,975
Midtown,2500.00,Studio,1 Bathroom,434
Downtown Brooklyn,2357.00,Studio,1 Bathroom,491
Corona,1995.00,1 Bedroom,1 Bathroom,1073
East Village,3750.00,2 Bedroom,1 Bathroom,650
Stuyvesant Town,3243.00,1 Bedroom,1 Bathroom,745
Corona,1525.00,Studio,1 Bathroom,468
Tribeca,6395.00,2 Bedroom,2 Bathroom,1068
Upper East Side,2700.00,1 Bedroom,1 Bathroom,540
Soho,13000.00,2 Bedroom,2 Bathroom,1683
Roosevelt Island,3000.00,1 Bedroom,1 Bathroom,656
Corona,1950.00,1 Bedroom,1 Bathroom,871
Upper West Side,4107.00,1 Bedroom,1 Bathroom,637
Williamsburg,3575.00,2 Bedroom,1 Bathroom,800
Upper West Side,2955.00,Studio,1 Bathroom,472
Upper West Side,2618.00,Jr 1 Bedroom,1 Bathroom,500
Financial District,3055.00,Studio,1 Bathroom,594
Bay Ridge,2000.00,1 Bedroom,1 Bathroom,900
Flushing,1525.00,Studio,1 Bathroom,508
Downtown Brooklyn,2994.00,1 Bedroom,1 Bathroom,678
Upper West Side,3260.00,1 Bedroom,1 Bathroom,675
Murray Hill,3630.00,1 Bedroom,1 Bathroom,550
Upper West Side,3500.00,1 Bedroom,1 Bathroom,800
Murray Hill,5600.00,3 Bedroom,2 Bathroom,1400
Financial District,5000.00,1 Bedroom,1 Bathroom,995
Chelsea,6574.00,2 Bedroom,2 Bathroom,808
Downtown Brooklyn,4714.00,2 Bedroom,2 Bathroom,1166
Financial District,2995.00,Studio,1 Bathroom,547
Brooklyn Heights,6240.00,2 Bedroom,2 Bathroom,1076
West Village,3285.00,Studio,1 Bathroom,445
East Harlem,2450.00,3 Bedroom,1 Bathroom,1200
Midtown West,1775.00,Studio,1 Bathroom,380
Chelsea,3950.00,1 Bedroom,1 Bathroom,800
Fort Greene,1800.00,Studio,1 Bathroom,450
Upper West Side,3105.00,Studio,1 Bathroom,539
Chelsea,3615.00,Studio,1 Bathroom,691
Chelsea,3100.00,Studio,1 Bathroom,520
Brooklyn Heights,3951.00,1 Bedroom,1 Bathroom,739
Brooklyn Heights,8308.00,3 Bedroom,2 Bathroom,1371
Sheepshead Bay,2451.00,1 Bedroom,1 Bathroom,716
Crown Heights,4000.00,3 Bedroom,1 Bathroom,1340
Chelsea,5650.00,1 Bedroom,1 Bathroom,709
Midtown West,5490.00,2 Bedroom,2 Bathroom,991
Crown Heights,2450.00,2 Bedroom,2 Bathroom,0
Bedford-Stuyvesant,1850.00,1 Bedroom,1 Bathroom,850
Rego Park,1670.00,Studio,1 Bathroom,588
Murray Hill,3400.00,1 Bedroom,1 Bathroom,744
Upper West Side,3680.00,1 Bedroom,1 Bathroom,697
Washington Heights,1725.00,1 Bedroom,1 Bathroom,620
Clinton Hill,2980.00,2 Bedroom,1.5 Bathroom,1600
Cobble Hill,3400.00,1 Bedroom,1 Bathroom,675
Park Slope,6000.00,3 Bedroom,2 Bathroom,1750
Murray Hill,2512.00,Studio,1 Bathroom,0
Bensonhurst,2275.00,2 Bedroom,1 Bathroom,1028
Midtown West,4700.00,2 Bedroom,2 Bathroom,1000
Murray Hill,3995.00,1 Bedroom,1 Bathroom,780
Upper East Side,2400.00,1 Bedroom,1 Bathroom,663
Midtown West,2700.00,1 Bedroom,1 Bathroom,500
Corona,2315.00,2 Bedroom,1 Bathroom,1077
Gravesend,1750.00,1 Bedroom,1 Bathroom,940
Canarsie,1350.00,1 Bedroom,1 Bathroom,672
Meatpacking,5000.00,1 Bedroom,1 Bathroom,900
Williamsburg,3800.00,2 Bedroom,1 Bathroom,960
Sheepshead Bay,2771.00,1 Bedroom,1 Bathroom,716
Upper East Side,3800.00,1 Bedroom,1 Bathroom,858
Long Island City,3013.00,1 Bedroom,1 Bathroom,684
Midtown,3429.00,1 Bedroom,1 Bathroom,608
Upper East Side,4792.00,2 Bedroom,2 Bathroom,1115
Corona,1755.00,1 Bedroom,1 Bathroom,714
Morningside Heights,2800.00,3 Bedroom,1 Bathroom,800
Brighton Beach,1300.00,Studio,1 Bathroom,494
Murray Hill,2350.00,Studio,1 Bathroom,400
Midtown,5300.00,1 Bedroom,1.5 Bathroom,891
Forest Hills,2250.00,2 Bedroom,1 Bathroom,898
Upper West Side,3041.00,1 Bedroom,1 Bathroom,793
Upper West Side,3923.00,1 Bedroom,1 Bathroom,675
Upper East Side,3950.00,1 Bedroom,1 Bathroom,750
Noho,3125.00,Studio,1 Bathroom,477
Brighton Beach,1800.00,1 Bedroom,1 Bathroom,651
Upper East Side,6000.00,2 Bedroom,2 Bathroom,1061
Brooklyn Heights,3360.00,1 Bedroom,1 Bathroom,651
Sheepshead Bay,3870.00,3 Bedroom,3 Bathroom,1419
Downtown Brooklyn,3085.00,1 Bedroom,1 Bathroom,711
Union Square,2300.00,Studio,1 Bathroom,250
Bedford-Stuyvesant,2100.00,1 Bedroom,1 Bathroom,0
Harlem,1450.00,Studio,1 Bathroom,220
Upper West Side,4395.00,2 Bedroom,1 Bathroom,961
Long Island City,2379.00,Studio,1 Bathroom,474
Financial District,3471.00,1 Bedroom,1 Bathroom,735
Windsor Terrace,1725.00,Studio,1 Bathroom,475
Long Island City,4195.00,2 Bedroom,2 Bathroom,941
Long Island City,2497.00,Studio,1 Bathroom,452
Gravesend,1950.00,2 Bedroom,1 Bathroom,989
Forest Hills,2295.00,1 Bedroom,1 Bathroom,800
